date,gold_price
2024-02-05,2042.9
2024-02-06,2051.4
2024-02-07,2051.7
2024-02-08,2047.9
2024-02-09,2038.7
2024-02-12,2033.0
2024-02-13,2007.2
2024-02-14,2004.3
2024-02-15,2014.9
2024-02-16,2024.1
2024-02-19,2039.8
2024-02-20,2039.8
2024-02-21,2034.3
2024-02-22,2030.7
2024-02-23,2049.4
2024-02-26,2038.9
2024-02-27,2044.1
2024-02-28,2052.4
2024-02-29,2064.4
2024-03-01,2105.5
2024-03-04,2136.2
2024-03-05,2151.8
2024-03-06,2168.0
2024-03-07,2175.0
2024-03-08,2195.3
2024-03-11,2198.8
2024-03-12,2176.5
2024-03-13,2191.1
2024-03-14,2177.8
2024-03-15,2171.6
2024-03-18,2174.5
2024-03-19,2169.8
2024-03-20,2171.0
2024-03-21,2195.0
2024-03-22,2170.2
2024-03-25,2186.8
2024-03-26,2187.8
2024-03-27,2212.7
2024-03-28,2238.4
2024-04-01,2257.1
2024-04-02,2281.8
2024-04-03,2315.0
2024-04-04,2308.5
2024-04-05,2345.4
2024-04-08,2351.0
2024-04-09,2362.4
2024-04-10,2348.4
2024-04-11,2372.7
2024-04-12,2374.1
2024-04-15,2383.0
2024-04-16,2407.8
2024-04-17,2388.4
2024-04-18,2398.0
2024-04-19,2413.8
2024-04-22,2346.4
2024-04-23,2342.1
2024-04-24,2338.4
2024-04-25,2342.5
2024-04-26,2347.2
2024-04-29,2370.0
2024-04-30,2313.4
2024-05-01,2321.5
2024-05-02,2320.0
2024-05-03,2319.1
2024-05-06,2341.6
2024-05-07,2334.8
2024-05-08,2332.8
2024-05-09,2350.9
2024-05-10,2385.6
2024-05-13,2353.8
2024-05-14,2370.6
2024-05-15,2405.8
2024-05-16,2396.4
2024-05-17,2428.6
2024-05-20,2449.5
2024-05-21,2436.9
2024-05-22,2403.7
2024-05-23,2348.2
2024-05-24,2345.4
2024-05-27,2356.5
2024-05-28,2367.3
2024-05-29,2352.0
2024-05-30,2366.5
2024-05-31,2345.8
2024-06-03,2369.3
2024-06-04,2347.4
2024-06-05,2375.5
2024-06-06,2390.9
2024-06-07,2325.0
2024-06-10,2327.0
2024-06-11,2326.6
2024-06-12,2354.8
2024-06-13,2318.0
2024-06-14,2349.1
2024-06-17,2329.0
2024-06-18,2346.9
2024-06-20,2369.0
2024-06-21,2331.2
2024-06-24,2344.4
2024-06-25,2330.8
2024-06-26,2313.2
2024-06-27,2348.7
2024-06-28,2350.9
2024-07-01,2350.8
2024-07-02,2345.6
2024-07-03,2381.9
2024-07-05,2410.2
2024-07-08,2376.2
2024-07-09,2380.5
2024-07-10,2392.5
2024-07-11,2434.9
2024-07-12,2433.8
2024-07-15,2442.1
2024-07-16,2481.0
2024-07-17,2473.2
2024-07-18,2469.8
2024-07-19,2412.2
2024-07-22,2407.7
2024-07-23,2420.2
2024-07-24,2428.7
2024-07-25,2366.1
2024-07-26,2393.7
2024-07-29,2390.7
2024-07-30,2428.4
2024-07-31,2449.3
2024-08-01,2457.1
2024-08-02,2447.3
2024-08-05,2422.6
2024-08-06,2409.3
2024-08-07,2410.3
2024-08-08,2440.8
2024-08-09,2450.4
2024-08-12,2480.8
2024-08-13,2484.9
2024-08-14,2457.1
2024-08-15,2469.4
2024-08-16,2514.5
2024-08-19,2518.1
2024-08-20,2527.4
2024-08-21,2524.1
2024-08-22,2493.5
2024-08-23,2522.6
2024-08-26,2531.4
2024-08-27,2529.3
2024-08-28,2514.3
2024-08-29,2547.7
2024-08-30,2516.0
2024-09-03,2511.4
2024-09-04,2514.4
2024-09-05,2531.6
2024-09-06,2513.2
2024-09-09,2521.3
2024-09-10,2531.6
2024-09-11,2530.9
2024-09-12,2569.1
2024-09-13,2599.1
2024-09-16,2597.3
2024-09-17,2580.8
2024-09-18,2587.0
2024-09-19,2602.9
2024-09-20,2634.6
2024-09-23,2640.9
2024-09-24,2665.2
2024-09-25,2673.0
2024-09-26,2682.9
2024-09-27,2668.1
2024-09-30,2659.4
2024-10-01,2690.3
