date,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate
2021-05-13,90.75,63.82,1.659,0.06,2.51
2021-05-14,90.32,65.37,1.635,0.06,2.51
2021-05-17,90.16,66.27,1.652,0.06,2.54
2021-05-18,89.75,65.49,1.64,0.06,2.52
2021-05-19,90.19,63.36,1.676,0.06,2.48
2021-05-20,89.81,62.05,1.628,0.06,2.41
2021-05-21,90.02,63.58,1.623,0.06,2.43
2021-05-24,89.84,66.05,1.603,0.06,2.44
2021-05-25,89.64,66.07,1.56,0.06,2.42
2021-05-26,90.04,66.21,1.581,0.06,2.4
2021-05-27,89.97,66.85,1.606,0.06,2.42
2021-05-28,90.03,66.32,1.581,0.05,2.42
2021-06-01,89.83,67.72,1.606,0.06,2.46
2021-06-02,89.91,68.83,1.589,0.06,2.44
2021-06-03,90.51,68.81,1.625,0.06,2.42
2021-06-04,90.14,69.62,1.557,0.06,2.4
2021-06-07,89.95,69.23,1.569,0.06,2.39
2021-06-08,90.08,70.05,1.538,0.06,2.36
2021-06-09,90.12,69.96,1.492,0.06,2.32
2021-06-10,90.07,70.29,1.437,0.06,2.35
2021-06-11,90.56,70.91,1.454,0.06,2.32
2021-06-14,90.52,70.88,1.497,0.06,2.36
2021-06-15,90.54,72.12,1.489,0.06,2.38
2021-06-16,91.13,72.15,1.581,0.06,2.32
2021-06-17,91.89,71.04,1.511,0.1,2.27
2021-06-18,92.22,71.64,1.443,0.1,2.24
2021-06-21,91.9,73.66,1.497,0.1,2.25
2021-06-22,91.76,73.06,1.467,0.1,2.31
2021-06-23,91.8,73.08,1.485,0.1,2.34
2021-06-24,91.81,73.3,1.499,0.1,2.3
2021-06-25,91.85,74.05,1.524,0.1,2.34
2021-06-28,91.89,72.91,1.482,0.1,2.33
2021-06-29,92.05,72.98,1.475,0.1,2.32
2021-06-30,92.44,73.47,1.468,0.08,2.32
2021-07-01,92.6,75.23,1.459,0.1,2.35
2021-07-02,92.23,75.16,1.431,0.1,2.33
2021-07-06,92.55,73.37,1.352,0.1,2.31
2021-07-07,92.64,72.2,1.323,0.1,2.28
2021-07-08,92.42,72.94,1.294,0.1,2.22
2021-07-09,92.13,74.56,1.361,0.1,2.28
2021-07-12,92.26,74.1,1.368,0.1,2.33
2021-07-13,92.75,75.25,1.418,0.1,2.36
2021-07-14,92.41,73.13,1.349,0.1,2.34
2021-07-15,92.62,71.65,1.301,0.1,2.32
2021-07-16,92.69,71.81,1.3,0.1,2.33
2021-07-19,92.89,66.42,1.199,0.1,2.24
2021-07-20,92.97,67.42,1.222,0.1,2.26
2021-07-21,92.75,70.3,1.292,0.1,2.28
2021-07-22,92.82,71.91,1.277,0.1,2.28
2021-07-23,92.91,72.07,1.281,0.1,2.35
2021-07-26,92.65,71.91,1.295,0.1,2.4
2021-07-27,92.43,71.65,1.239,0.1,2.38
2021-07-28,92.32,72.39,1.238,0.1,2.41
2021-07-29,91.86,73.62,1.266,0.1,2.43
2021-07-30,92.17,73.95,1.226,0.07,2.4
2021-08-02,92.05,71.26,1.179,0.1,2.37
2021-08-03,92.08,70.56,1.174,0.1,2.38
2021-08-04,92.27,68.15,1.18,0.1,2.35
2021-08-05,92.24,69.09,1.225,0.1,2.33
2021-08-06,92.8,68.28,1.305,0.1,2.37
2021-08-09,92.94,66.48,1.325,0.1,2.37
2021-08-10,93.06,68.29,1.354,0.1,2.4
2021-08-11,92.92,69.25,1.335,0.1,2.42
2021-08-12,93.04,69.09,1.361,0.1,2.41
2021-08-13,92.52,68.44,1.283,0.1,2.37
2021-08-16,92.63,67.29,1.268,0.1,2.36
2021-08-17,93.13,66.59,1.267,0.1,2.33
2021-08-18,93.14,65.46,1.26,0.09,2.32
2021-08-19,93.57,63.69,1.243,0.09,2.28
2021-08-20,93.5,62.32,1.255,0.09,2.27
2021-08-23,92.96,65.64,1.253,0.09,2.27
2021-08-24,92.89,67.54,1.297,0.09,2.3
2021-08-25,92.82,68.36,1.349,0.09,2.35
2021-08-26,93.06,67.42,1.354,0.09,2.33
2021-08-27,92.69,68.74,1.31,0.08,2.39
2021-08-30,92.65,69.21,1.28,0.08,2.37
2021-08-31,92.63,68.5,1.307,0.06,2.33
2021-09-01,92.45,68.59,1.299,0.08,2.34
2021-09-02,92.22,69.99,1.285,0.08,2.32
2021-09-03,92.04,69.29,1.326,0.08,2.34
2021-09-07,92.51,68.35,1.377,0.08,2.36
2021-09-08,92.65,69.3,1.336,0.08,2.38
2021-09-09,92.48,68.14,1.297,0.08,2.38
2021-09-10,92.58,69.72,1.343,0.08,2.4
2021-09-13,92.68,70.45,1.326,0.08,2.37
2021-09-14,92.62,70.46,1.284,0.08,2.33
2021-09-15,92.55,72.61,1.304,0.08,2.35
2021-09-16,92.93,72.61,1.336,0.08,2.35
2021-09-17,93.19,71.97,1.363,0.08,2.33
2021-09-20,93.28,70.29,1.312,0.08,2.29
2021-09-21,93.2,70.56,1.328,0.08,2.29
2021-09-22,93.46,72.23,1.304,0.08,2.28
2021-09-23,93.03,73.3,1.435,0.08,2.31
2021-09-24,93.33,73.98,1.453,0.08,2.34
2021-09-27,93.38,75.45,1.491,0.08,2.35
2021-09-28,93.77,75.29,1.546,0.08,2.38
2021-09-29,94.34,74.83,1.524,0.08,2.37
2021-09-30,94.23,75.03,1.492,0.06,2.37
2021-10-01,94.04,75.88,1.465,0.08,2.38
2021-10-04,93.78,77.62,1.481,0.08,2.38
2021-10-05,93.97,78.93,1.528,0.08,2.45
2021-10-06,94.27,77.43,1.528,0.08,2.43
2021-10-07,94.22,78.3,1.576,0.08,2.46
2021-10-08,94.07,79.35,1.612,0.08,2.5
2021-10-12,94.52,80.64,1.572,0.08,2.49
2021-10-13,94.08,80.44,1.542,0.08,2.52
2021-10-14,93.96,81.31,1.516,0.08,2.52
2021-10-15,93.94,82.28,1.574,0.08,2.56
2021-10-18,93.95,82.44,1.591,0.08,2.54
2021-10-19,93.73,82.96,1.641,0.08,2.54
2021-10-20,93.56,83.87,1.66,0.08,2.57
2021-10-21,93.77,82.5,1.696,0.08,2.64
2021-10-22,93.64,83.76,1.638,0.08,2.64
2021-10-25,93.81,83.76,1.633,0.08,2.66
2021-10-26,93.95,84.65,1.61,0.08,2.69
2021-10-27,93.8,82.66,1.55,0.08,2.65
2021-10-28,93.35,82.81,1.578,0.08,2.57
2021-10-29,94.12,83.57,1.561,0.07,2.51
2021-11-01,93.88,84.05,1.561,0.08,2.5
2021-11-02,94.09,83.91,1.547,0.08,2.51
2021-11-03,93.86,80.86,1.603,0.08,2.53
2021-11-04,94.35,78.81,1.53,0.08,2.56
2021-11-05,94.32,81.27,1.455,0.08,2.54
2021-11-08,94.05,81.93,1.493,0.08,2.62
2021-11-09,93.96,84.15,1.439,0.08,2.63
2021-11-10,94.85,81.34,1.57,0.08,2.7
2021-11-12,95.13,80.79,1.57,0.08,2.73
2021-11-15,95.41,80.88,1.618,0.08,2.76
2021-11-16,95.92,80.76,1.64,0.08,2.73
2021-11-17,95.83,78.36,1.585,0.08,2.7
2021-11-18,95.54,79.01,1.587,0.08,2.73
2021-11-19,96.03,76.1,1.548,0.08,2.65
2021-11-22,96.55,76.75,1.632,0.08,2.61
2021-11-23,96.49,78.5,1.676,0.08,2.62
2021-11-24,96.88,78.39,1.643,0.08,2.61
2021-11-26,96.09,68.15,1.482,0.08,2.55
2021-11-29,96.34,69.95,1.502,0.08,2.54
2021-11-30,95.99,66.18,1.456,0.07,2.5
2021-12-01,96.03,65.57,1.404,0.08,2.44
2021-12-02,96.16,66.5,1.444,0.08,2.47
2021-12-03,96.12,66.26,1.356,0.08,2.43
2021-12-06,96.33,69.49,1.433,0.08,2.44
2021-12-07,96.37,72.05,1.482,0.08,2.47
2021-12-08,95.89,72.36,1.528,0.08,2.52
2021-12-09,96.27,70.94,1.497,0.08,2.47
2021-12-10,96.1,71.67,1.482,0.08,2.44
2021-12-13,96.32,71.29,1.414,0.08,2.4
2021-12-14,96.57,70.73,1.441,0.08,2.37
2021-12-15,96.51,70.87,1.458,0.08,2.39
2021-12-16,96.04,72.38,1.424,0.08,2.42
2021-12-17,96.57,70.86,1.407,0.08,2.38
2021-12-20,96.55,68.23,1.428,0.08,2.39
2021-12-21,96.49,71.12,1.467,0.08,2.44
2021-12-22,96.08,72.76,1.453,0.08,2.47
2021-12-23,96.02,73.79,1.493,0.08,2.47
2021-12-27,96.09,75.57,1.477,0.08,2.5
2021-12-28,96.2,75.98,1.484,0.08,2.5
2021-12-29,95.93,76.56,1.556,0.08,2.53
2021-12-30,95.97,76.99,1.507,0.08,2.58
2021-12-31,95.97,75.21,1.512,0.07,2.56
2022-01-03,96.21,76.08,1.637,0.08,2.6
2022-01-04,96.26,76.99,1.649,0.08,2.57
2022-01-05,96.17,77.85,1.7,0.08,2.53
2022-01-06,96.32,79.46,1.728,0.08,2.46
2022-01-07,95.72,78.9,1.765,0.08,2.48
2022-01-10,95.99,78.23,1.755,0.08,2.48
2022-01-11,95.62,81.22,1.746,0.08,2.54
2022-01-12,94.92,82.64,1.752,0.08,2.48
2022-01-13,94.79,82.12,1.701,0.08,2.43
2022-01-14,95.17,83.82,1.793,0.08,2.44
2022-01-18,95.73,85.43,1.875,0.08,2.46
2022-01-19,95.51,86.96,1.854,0.08,2.4
2022-01-20,95.74,86.9,1.811,0.08,2.33
2022-01-21,95.64,85.14,1.77,0.08,2.34
2022-01-24,95.92,83.31,1.776,0.08,2.38
2022-01-25,95.95,85.6,1.776,0.08,2.41
2022-01-26,96.39,87.35,1.873,0.08,2.38
2022-01-27,97.25,86.61,1.803,0.08,2.4
2022-01-28,97.27,86.82,1.778,0.08,2.44
2022-01-31,96.54,88.15,1.784,0.08,2.44
2022-02-01,96.39,88.2,1.795,0.08,2.43
2022-02-02,95.94,88.26,1.771,0.08,2.41
2022-02-03,95.38,90.27,1.836,0.08,2.38
2022-02-04,95.49,92.31,1.916,0.08,2.41
2022-02-07,95.4,91.32,1.919,0.08,2.4
2022-02-08,95.64,89.36,1.965,0.08,2.42
2022-02-09,95.49,89.66,1.945,0.08,2.42
2022-02-10,95.55,89.88,2.043,0.08,2.45
2022-02-11,96.08,93.1,1.918,0.08,2.43
2022-02-14,96.37,95.46,1.986,0.08,2.48
2022-02-15,95.99,92.07,2.043,0.08,2.48
2022-02-16,95.7,93.66,2.04,0.08,2.46
2022-02-17,95.8,91.76,1.968,0.08,2.43
2022-02-18,96.04,91.07,1.927,0.08,2.41
2022-02-22,96.03,92.35,1.944,0.08,2.45
2022-02-23,96.19,92.1,1.998,0.08,2.53
2022-02-24,97.14,92.81,1.97,0.08,2.55
2022-02-25,96.61,91.59,1.97,0.08,2.54
2022-02-28,96.71,95.72,1.822,0.08,2.62
2022-03-01,97.41,103.41,1.716,0.08,2.62
2022-03-02,97.39,110.6,1.878,0.08,2.71
2022-03-03,97.79,107.67,1.84,0.08,2.69
2022-03-04,98.65,115.68,1.737,0.08,2.67
2022-03-07,99.29,119.4,1.777,0.08,2.77
2022-03-08,99.06,123.7,1.84,0.08,2.9
2022-03-09,97.97,108.7,1.951,0.08,2.84
2022-03-10,98.51,106.02,1.993,0.08,2.86
2022-03-11,99.12,109.33,1.997,0.08,2.94
2022-03-14,99.0,103.01,2.142,0.08,2.93
2022-03-15,99.1,96.44,2.149,0.08,2.84
2022-03-16,98.62,95.04,2.192,0.08,2.8
2022-03-17,97.97,102.98,2.167,0.33,2.91
2022-03-18,98.23,104.7,2.153,0.33,2.86
2022-03-21,98.5,112.12,2.297,0.33,2.9
2022-03-22,98.49,111.76,2.381,0.33,2.91
2022-03-23,98.62,114.93,2.29,0.33,2.94
2022-03-24,98.79,112.34,2.37,0.33,2.92
2022-03-25,98.79,113.9,2.488,0.33,2.95
2022-03-28,99.09,105.96,2.466,0.33,2.95
2022-03-29,98.4,104.24,2.398,0.33,2.86
2022-03-30,97.79,107.82,2.358,0.33,2.86
2022-03-31,98.31,100.28,2.345,0.33,2.84
2022-04-01,98.63,99.27,2.389,0.33,2.8
2022-04-04,99.0,103.28,2.393,0.33,2.8
2022-04-05,99.47,101.96,2.554,0.33,2.84
2022-04-06,99.6,96.23,2.598,0.33,2.83
2022-04-07,99.75,96.03,2.665,0.33,2.82
2022-04-08,99.8,98.26,2.704,0.33,2.87
2022-04-11,99.93,94.29,2.774,0.33,2.91
2022-04-12,100.29,100.6,2.727,0.33,2.86
2022-04-13,99.88,104.25,2.703,0.33,2.8
2022-04-14,100.32,106.95,2.828,0.33,2.89
2022-04-18,100.78,108.21,2.857,0.33,2.92
2022-04-19,100.96,102.56,2.94,0.33,2.93
2022-04-20,100.39,102.75,2.834,0.33,2.92
2022-04-21,100.58,103.79,2.908,0.33,3.02
2022-04-22,101.22,102.07,2.905,0.33,2.98
2022-04-25,101.75,98.54,2.818,0.33,2.91
2022-04-26,102.3,101.7,2.728,0.33,2.85
2022-04-27,102.95,102.02,2.826,0.33,2.88
2022-04-28,103.62,105.36,2.832,0.33,2.97
2022-04-29,102.96,104.69,2.938,0.33,2.88
2022-05-02,103.74,105.17,2.977,0.33,2.81
2022-05-03,103.46,102.41,2.979,0.33,2.83
2022-05-04,102.59,107.81,2.946,0.33,2.86
2022-05-05,103.75,108.26,3.035,0.83,2.87
2022-05-06,103.66,109.77,3.142,0.83,2.86
2022-05-09,103.65,103.09,3.034,0.83,2.75
2022-05-10,103.92,99.76,2.989,0.83,2.65
2022-05-11,103.85,105.71,2.925,0.83,2.7
2022-05-12,104.85,106.13,2.855,0.83,2.59
2022-05-13,104.56,110.49,2.928,0.83,2.69
2022-05-16,104.19,114.2,2.886,0.83,2.68
2022-05-17,103.36,112.4,2.995,0.83,2.71
2022-05-18,103.81,109.59,2.884,0.83,2.72
2022-05-19,102.72,112.21,2.837,0.83,2.59
2022-05-20,103.15,113.23,2.788,0.83,2.55
2022-05-23,102.08,110.29,2.861,0.83,2.6
2022-05-24,101.86,109.77,2.754,0.83,2.55
2022-05-25,102.06,110.33,2.751,0.83,2.56
2022-05-26,101.83,114.09,2.742,0.83,2.62
2022-05-27,101.67,115.07,2.743,0.83,2.63
2022-05-31,101.75,114.67,2.849,0.83,2.64
2022-06-01,102.5,115.26,2.911,0.83,2.65
2022-06-02,101.82,116.87,2.913,0.83,2.66
2022-06-03,102.14,118.87,2.941,0.83,2.74
2022-06-06,102.44,118.5,3.04,0.83,2.76
2022-06-07,102.32,119.41,2.979,0.83,2.73
2022-06-08,102.54,122.11,3.027,0.83,2.75
2022-06-09,103.22,121.51,3.046,0.83,2.75
2022-06-10,104.15,120.67,3.165,0.83,2.76
2022-06-13,105.08,120.93,3.362,0.83,2.74
2022-06-14,105.52,118.93,3.479,0.83,2.6
2022-06-15,105.16,115.31,3.292,0.83,2.7
2022-06-16,103.63,117.59,3.195,1.58,2.62
2022-06-17,104.7,109.56,3.231,1.58,2.58
2022-06-21,104.43,110.65,3.279,1.58,2.61
2022-06-22,104.2,106.19,3.16,1.58,2.54
2022-06-23,104.43,104.27,3.089,1.58,2.5
2022-06-24,104.18,107.62,3.138,1.58,2.56
2022-06-27,103.94,109.57,3.202,1.58,2.55
2022-06-28,104.51,111.76,3.177,1.58,2.48
2022-06-29,105.11,109.78,3.087,1.58,2.36
2022-06-30,104.68,105.76,3.017,1.58,2.33
2022-07-01,105.14,108.43,2.889,1.58,2.34
2022-07-05,106.54,99.5,2.818,1.58,2.3
2022-07-06,107.1,98.53,2.934,1.58,2.29
2022-07-07,107.13,102.73,3.0,1.58,2.33
2022-07-08,107.01,104.79,3.08,1.58,2.37
2022-07-11,108.02,104.09,2.993,1.58,2.32
2022-07-12,108.07,95.84,2.971,1.58,2.32
2022-07-13,107.96,96.3,2.935,1.58,2.31
2022-07-14,108.54,95.78,2.958,1.58,2.34
2022-07-15,108.06,97.59,2.928,1.58,2.36
2022-07-18,107.37,102.6,2.989,1.58,2.37
2022-07-19,106.68,104.22,3.028,1.58,2.39
2022-07-20,107.08,102.26,3.03,1.58,2.38
2022-07-21,106.91,96.35,2.882,1.58,2.33
2022-07-22,106.73,94.7,2.754,1.58,2.34
2022-07-25,106.48,96.7,2.807,1.58,2.36
2022-07-26,107.19,94.98,2.803,1.58,2.36
2022-07-27,106.45,97.26,2.785,1.58,2.42
2022-07-28,106.35,96.42,2.671,2.33,2.48
2022-07-29,105.9,98.62,2.658,2.32,2.53
2022-08-01,105.45,93.89,2.588,2.33,2.51
2022-08-02,106.24,94.42,2.748,2.33,2.48
2022-08-03,106.51,90.66,2.706,2.33,2.5
2022-08-04,105.69,88.54,2.694,2.33,2.46
2022-08-05,106.62,89.01,2.827,2.33,2.46
2022-08-08,106.43,90.76,2.75,2.33,2.48
2022-08-09,106.37,90.5,2.779,2.33,2.47
2022-08-10,105.2,91.93,2.785,2.33,2.43
2022-08-11,105.09,94.34,2.889,2.33,2.47
2022-08-12,105.63,92.09,2.842,2.33,2.47
2022-08-15,106.55,89.41,2.793,2.33,2.44
2022-08-16,106.5,86.53,2.808,2.33,2.44
2022-08-17,106.57,88.11,2.902,2.33,2.46
2022-08-18,107.48,90.5,2.886,2.33,2.52
2022-08-19,108.17,90.77,2.976,2.33,2.55
2022-08-22,109.05,90.23,3.024,2.33,2.57
2022-08-23,108.62,93.74,3.057,2.33,2.58
2022-08-24,108.68,94.89,3.109,2.33,2.62
2022-08-25,108.47,92.52,3.031,2.33,2.6
2022-08-26,108.8,93.06,3.03,2.33,2.57
2022-08-29,108.83,97.01,3.114,2.33,2.58
2022-08-30,108.77,91.64,3.112,2.33,2.55
2022-08-31,108.7,89.55,3.196,2.33,2.48
2022-09-01,109.69,86.61,3.259,2.33,2.45
2022-09-02,109.53,86.87,3.195,2.33,2.47
2022-09-06,110.21,86.88,3.351,2.33,2.48
2022-09-07,109.84,81.94,3.267,2.33,2.45
2022-09-08,109.71,83.54,3.323,2.33,2.41
2022-09-09,109.0,86.79,3.315,2.33,2.42
2022-09-12,108.33,87.78,3.358,2.33,2.42
2022-09-13,109.82,87.31,3.412,2.33,2.44
2022-09-14,109.66,88.48,3.404,2.33,2.46
2022-09-15,109.74,85.1,3.449,2.33,2.43
2022-09-16,109.76,85.11,3.455,2.33,2.38
2022-09-19,109.74,85.73,3.494,2.33,2.34
2022-09-20,110.21,84.45,3.569,2.33,2.4
2022-09-21,110.64,82.94,3.534,2.33,2.38
2022-09-22,111.35,83.49,3.71,3.08,2.41
2022-09-23,113.19,78.74,3.687,3.08,2.37
2022-09-26,114.1,76.71,3.928,3.08,2.32
2022-09-27,114.11,78.5,3.949,3.08,2.33
2022-09-28,112.6,82.15,3.737,3.08,2.33
2022-09-29,112.25,81.23,3.782,3.08,2.19
2022-09-30,112.12,79.49,3.829,3.08,2.15
2022-10-03,111.75,83.63,3.643,3.08,2.24
2022-10-04,110.07,86.52,3.635,3.08,2.24
2022-10-05,111.07,87.76,3.755,3.08,2.22
2022-10-06,112.26,88.45,3.828,3.08,2.22
2022-10-07,112.79,92.64,3.888,3.08,2.27
2022-10-11,113.22,89.35,3.945,3.08,2.31
2022-10-12,113.32,87.27,3.902,3.08,2.29
2022-10-13,112.36,89.11,3.95,3.08,2.34
2022-10-14,113.31,85.61,4.023,3.08,2.41
2022-10-17,112.04,85.46,4.012,3.08,2.45
2022-10-18,112.13,82.82,4.007,3.08,2.41
2022-10-19,112.98,85.55,4.138,3.08,2.42
2022-10-20,112.88,85.98,4.233,3.08,2.51
2022-10-21,112.01,85.05,4.219,3.08,2.52
2022-10-24,111.99,84.58,4.247,3.08,2.59
2022-10-25,110.95,85.32,4.1,3.08,2.51
2022-10-26,109.7,87.91,4.007,3.08,2.44
2022-10-27,110.59,89.08,3.927,3.08,2.45
2022-10-28,110.75,87.9,4.01,3.08,2.51
2022-10-31,111.53,86.53,4.05,3.08,2.52
2022-11-01,111.48,88.37,4.048,3.08,2.51
2022-11-02,111.35,90.0,4.096,3.08,2.53
2022-11-03,112.93,88.17,4.149,3.83,2.4
2022-11-04,110.88,92.61,4.163,3.83,2.48
2022-11-07,110.12,91.79,4.218,3.83,2.53
2022-11-08,109.64,88.91,4.128,3.83,2.5
2022-11-09,110.55,85.83,4.099,3.83,2.42
2022-11-10,108.21,86.47,3.811,3.83,2.39
2022-11-14,106.66,85.87,3.863,3.83,2.37
2022-11-15,106.4,86.92,3.777,3.83,2.35
2022-11-16,106.28,85.59,3.69,3.83,2.29
2022-11-17,106.69,81.64,3.769,3.83,2.28
2022-11-18,106.93,80.08,3.829,3.83,2.25
2022-11-21,107.83,79.73,3.84,3.83,2.31
2022-11-22,107.22,80.95,3.758,3.83,2.32
2022-11-23,106.08,77.94,3.689,3.83,2.32
2022-11-25,105.96,76.28,3.691,3.83,2.32
2022-11-28,106.68,77.24,3.679,3.83,2.26
2022-11-29,106.82,78.2,3.75,3.83,2.25
2022-11-30,105.95,80.55,3.611,3.83,2.34
2022-12-01,104.73,81.22,3.51,3.83,2.36
2022-12-02,104.54,79.98,3.492,3.83,2.43
2022-12-05,105.29,76.93,3.583,3.83,2.39
2022-12-06,105.58,74.25,3.531,3.83,2.31
2022-12-07,105.1,72.01,3.421,3.83,2.26
2022-12-08,104.77,71.46,3.489,3.83,2.28
2022-12-09,104.81,71.02,3.586,3.83,2.26
2022-12-12,105.13,73.17,3.617,3.83,2.28
2022-12-13,103.98,75.39,3.501,3.83,2.24
2022-12-14,103.77,77.28,3.479,3.83,2.19
2022-12-15,104.56,76.11,3.45,4.33,2.16
2022-12-16,104.7,74.29,3.488,4.33,2.13
2022-12-19,104.72,75.19,3.59,4.33,2.15
2022-12-20,103.96,76.09,3.692,4.33,2.24
2022-12-21,104.16,78.29,3.673,4.33,2.27
2022-12-22,104.43,77.49,3.686,4.33,2.19
2022-12-23,104.31,79.56,3.751,4.33,2.2
2022-12-27,104.18,79.53,3.849,4.33,2.26
2022-12-28,104.46,78.96,3.886,4.33,2.28
2022-12-29,103.84,78.4,3.82,4.33,2.27
2022-12-30,103.52,80.26,3.879,4.33,2.3
2023-01-03,104.52,76.93,3.752,4.33,2.26
2023-01-04,104.25,72.84,3.69,4.33,2.22
2023-01-05,105.04,73.67,3.722,4.33,2.22
2023-01-06,103.88,73.77,3.56,4.33,2.21
2023-01-09,103.0,74.63,3.527,4.33,2.22
2023-01-10,103.24,75.12,3.615,4.33,2.24
2023-01-11,103.19,77.41,3.543,4.33,2.23
2023-01-12,102.25,78.39,3.444,4.33,2.21
2023-01-13,102.2,79.86,3.498,4.33,2.18
2023-01-17,102.39,80.18,3.549,4.33,2.17
2023-01-18,102.36,79.48,3.373,4.33,2.12
2023-01-19,102.06,80.33,3.399,4.33,2.2
2023-01-20,102.01,81.31,3.482,4.33,2.23
2023-01-23,102.14,81.62,3.521,4.33,2.28
2023-01-24,101.92,80.13,3.455,4.33,2.27
2023-01-25,101.64,80.15,3.451,4.33,2.29
2023-01-26,101.84,81.01,3.506,4.33,2.33
2023-01-27,101.93,79.68,3.507,4.33,2.33
2023-01-30,102.28,77.9,3.542,4.33,2.29
2023-01-31,102.1,78.87,3.51,4.33,2.24
2023-02-01,101.22,76.41,3.417,4.33,2.25
2023-02-02,101.75,75.88,3.402,4.58,2.22
2023-02-03,102.92,73.39,3.519,4.58,2.22
2023-02-06,103.62,74.11,3.644,4.58,2.25
2023-02-07,103.43,77.14,3.679,4.58,2.31
2023-02-08,103.41,78.47,3.615,4.58,2.34
2023-02-09,103.22,78.06,3.664,4.57,2.33
2023-02-10,103.63,79.72,3.743,4.58,2.33
2023-02-13,103.35,80.14,3.704,4.58,2.31
2023-02-14,103.23,79.06,3.753,4.58,2.31
2023-02-15,103.92,78.59,3.803,4.58,2.35
2023-02-16,103.86,78.49,3.863,4.58,2.37
2023-02-17,103.86,76.34,3.817,4.58,2.36
2023-02-21,104.18,76.16,3.954,4.58,2.42
2023-02-22,104.58,73.95,3.927,4.58,2.41
2023-02-23,104.6,75.39,3.89,4.58,2.39
2023-02-24,105.21,76.32,3.947,4.58,2.38
2023-02-27,104.67,75.68,3.922,4.57,2.36
2023-02-28,104.87,77.05,3.928,4.57,2.43
2023-03-01,104.48,77.69,3.994,4.58,2.44
2023-03-02,105.03,78.16,4.062,4.57,2.48
2023-03-03,104.52,79.68,3.958,4.57,2.52
2023-03-06,104.35,80.46,3.964,4.57,2.49
2023-03-07,105.61,77.58,3.97,4.57,2.38
2023-03-08,105.66,76.66,3.989,4.57,2.32
2023-03-09,105.31,75.72,3.907,4.57,2.3
2023-03-10,104.58,76.68,3.704,4.57,2.26
2023-03-13,103.6,74.8,3.545,4.58,2.24
2023-03-14,103.6,71.33,3.685,4.58,2.31
2023-03-15,104.65,67.61,3.462,4.58,2.29
2023-03-16,104.42,68.35,3.579,4.58,2.22
2023-03-17,103.71,66.74,3.438,4.58,2.1
2023-03-20,103.28,67.64,3.483,4.58,2.14
2023-03-21,103.26,69.33,3.608,4.58,2.23
2023-03-22,102.35,70.9,3.451,4.58,2.28
2023-03-23,102.53,69.96,3.414,4.83,2.19
2023-03-24,103.12,69.26,3.372,4.83,2.22
2023-03-27,102.86,72.81,3.539,4.83,2.24
2023-03-28,102.43,73.2,3.572,4.83,2.31
2023-03-29,102.64,72.97,3.566,4.83,2.33
2023-03-30,102.14,74.37,3.547,4.83,2.34
2023-03-31,102.51,75.67,3.473,4.83,2.32
2023-04-03,102.09,80.42,3.415,4.83,2.29
2023-04-04,101.59,80.71,3.339,4.83,2.25
2023-04-05,101.85,80.61,3.309,4.83,2.23
2023-04-06,101.82,80.7,3.303,4.83,2.24
2023-04-10,102.58,79.74,3.415,4.83,2.27
2023-04-11,102.2,81.53,3.432,4.83,2.29
2023-04-12,101.5,83.26,3.4,4.83,2.27
2023-04-13,101.01,82.16,3.449,4.83,2.29
2023-04-14,101.55,82.52,3.515,4.83,2.3
2023-04-17,102.1,80.83,3.606,4.83,2.32
2023-04-18,101.75,80.86,3.578,4.83,2.28
2023-04-19,101.97,79.16,3.591,4.83,2.28
2023-04-20,101.84,77.29,3.536,4.83,2.26
2023-04-21,101.82,77.87,3.568,4.83,2.28
2023-04-24,101.35,78.76,3.496,4.83,2.28
2023-04-25,101.86,77.07,3.4,4.83,2.25
2023-04-26,101.47,74.3,3.445,4.83,2.25
2023-04-27,101.5,74.76,3.528,4.83,2.27
2023-04-28,101.66,76.78,3.433,4.83,2.18
2023-05-01,102.15,75.66,3.57,4.83,2.23
2023-05-02,101.96,71.66,3.433,4.83,2.2
2023-05-03,101.34,68.6,3.364,4.83,2.2
2023-05-04,101.4,68.56,3.377,5.08,2.19
2023-05-05,101.21,71.34,3.435,5.08,2.21
2023-05-08,101.38,73.16,3.507,5.08,2.23
2023-05-09,101.61,73.71,3.522,5.08,2.23
2023-05-10,101.48,72.56,3.439,5.08,2.17
2023-05-11,102.06,70.87,3.386,5.08,2.16
2023-05-12,102.68,70.04,3.463,5.08,2.18
2023-05-15,102.43,71.11,3.507,5.08,2.19
2023-05-16,102.56,70.86,3.541,5.08,2.19
2023-05-17,102.88,72.83,3.572,5.08,2.22
2023-05-18,103.58,71.86,3.651,5.08,2.23
2023-05-19,103.2,71.55,3.682,5.08,2.24
2023-05-22,103.2,71.99,3.719,5.08,2.24
2023-05-23,103.49,72.91,3.698,5.08,2.26
2023-05-24,103.89,74.34,3.744,5.08,2.25
2023-05-25,104.25,71.83,3.823,5.08,2.25
2023-05-26,104.21,72.67,3.81,5.08,2.23
2023-05-30,104.17,69.46,3.694,5.08,2.22
2023-05-31,104.33,68.09,3.646,5.08,2.18
2023-06-01,103.56,70.1,3.601,5.08,2.16
2023-06-02,104.01,71.74,3.698,5.08,2.18
2023-06-05,104.0,72.15,3.689,5.08,2.19
2023-06-06,104.13,71.74,3.677,5.08,2.2
2023-06-07,104.1,72.53,3.793,5.08,2.21
