date,sentiment_score,usd_rate,oil_price,bond_yield_price,interest_rate,inflation_rate,gold_price,gold_price_after_1_day
2022-08-23,-0.1851333333333333,108.62,93.74,3.057,2.33,2.58,1751.5,1752.0
2022-08-24,0.15164,108.68,94.89,3.109,2.33,2.62,1752.0,1761.8
2022-08-25,0.1503,108.47,92.52,3.031,2.33,2.6,1761.8,1740.6
2022-08-26,0.2351333333333333,108.8,93.06,3.03,2.33,2.57,1740.6,1740.5
2022-08-29,-0.30204,108.83,97.01,3.114,2.33,2.58,1740.5,1731.6
2022-08-30,-0.07195,108.77,91.64,3.112,2.33,2.55,1731.6,1721.4
2022-08-31,-0.0850333333333333,108.7,89.55,3.196,2.33,2.48,1721.4,1704.4
2022-09-01,-0.2440833333333333,109.69,86.61,3.259,2.33,2.45,1704.4,1717.7
2022-09-02,-0.068825,109.53,86.87,3.195,2.33,2.47,1717.7,1712.9
2022-09-06,0.3991,110.21,86.88,3.351,2.33,2.48,1707.9,1722.8
2022-09-07,0.13602,109.84,81.94,3.267,2.33,2.45,1722.8,1715.3
2022-09-08,0.1827333333333333,109.71,83.54,3.323,2.33,2.41,1715.3,1723.6
2022-09-09,0.346,109.0,86.79,3.315,2.33,2.42,1723.6,1735.6
2022-09-12,0.0093666666666666,108.33,87.78,3.358,2.33,2.42,1735.6,1712.0
2022-09-13,0.21125,109.82,87.31,3.412,2.33,2.44,1712.0,1703.2
2022-09-14,0.1209999999999999,109.66,88.48,3.404,2.33,2.46,1703.2,1671.4
2022-09-15,-0.0645333333333333,109.74,85.1,3.449,2.33,2.43,1671.4,1677.9
2022-09-16,-0.1152857142857143,109.76,85.11,3.455,2.33,2.38,1677.9,1672.6
2022-09-19,0.0079571428571428,109.74,85.73,3.494,2.33,2.34,1672.6,1665.7
2022-09-20,-0.296,110.21,84.45,3.569,2.33,2.4,1665.7,1670.5
2022-09-21,-0.0258125,110.64,82.94,3.534,2.33,2.38,1670.5,1676.1
2022-09-22,-0.2299666666666666,111.35,83.49,3.71,3.08,2.41,1676.1,1650.0
2022-09-23,-0.2763857142857143,113.19,78.74,3.687,3.08,2.37,1650.0,1628.2
2022-09-26,-0.2183333333333333,114.1,76.71,3.928,3.08,2.32,1628.2,1631.1
2022-09-27,-0.2123333333333333,114.11,78.5,3.949,3.08,2.33,1631.1,1665.1
2022-09-28,0.0,112.6,82.15,3.737,3.08,2.33,1665.1,1668.6
2022-09-29,0.2259,112.25,81.23,3.782,3.08,2.19,1668.6,1672.0
2022-09-30,0.1375999999999999,112.12,79.49,3.829,3.08,2.15,1672.0,1702.0
2022-10-03,0.3151714285714285,111.75,83.63,3.643,3.08,2.24,1702.0,1730.5
2022-10-04,0.3479,110.07,86.52,3.635,3.08,2.24,1730.5,1720.8
2022-10-05,0.1069499999999999,111.07,87.76,3.755,3.08,2.22,1720.8,1720.8
2022-10-06,0.06494,112.26,88.45,3.828,3.08,2.22,1720.8,1709.3
2022-10-07,0.25572,112.79,92.64,3.888,3.08,2.27,1709.3,1675.2
2022-10-11,-0.4085333333333333,113.22,89.35,3.945,3.08,2.31,1686.0,1677.5
2022-10-12,0.1062666666666666,113.32,87.27,3.902,3.08,2.29,1677.5,1677.0
2022-10-13,0.0887285714285714,112.36,89.11,3.95,3.08,2.34,1677.0,1648.9
2022-10-14,-0.2900999999999999,113.31,85.61,4.023,3.08,2.41,1648.9,1664.0
2022-10-17,-0.32285,112.04,85.46,4.012,3.08,2.45,1664.0,1655.8
2022-10-18,0.1826,112.13,82.82,4.007,3.08,2.41,1655.8,1634.2
2022-10-19,0.2400125,112.98,85.55,4.138,3.08,2.42,1634.2,1636.8
2022-10-20,-0.2433285714285714,112.88,85.98,4.233,3.08,2.51,1636.8,1656.3
2022-10-21,0.0158399999999999,112.01,85.05,4.219,3.08,2.52,1656.3,1654.1
2022-10-24,-0.2992,111.99,84.58,4.247,3.08,2.59,1654.1,1658.0
2022-10-25,0.08315,110.95,85.32,4.1,3.08,2.51,1658.0,1669.2
2022-10-26,0.200425,109.7,87.91,4.007,3.08,2.44,1669.2,1665.6
2022-10-27,-0.236,110.59,89.08,3.927,3.08,2.45,1665.6,1650.0
2022-10-28,-0.296,110.75,87.9,4.01,3.08,2.51,1650.0,1647.4
2022-10-31,-0.1901,111.53,86.53,4.05,3.08,2.52,1647.4,1656.9
2022-11-01,0.1186999999999999,111.48,88.37,4.048,3.08,2.51,1656.9,1656.9
2022-11-02,0.07274,111.35,90.0,4.096,3.08,2.53,1656.9,1637.8
2022-11-03,-0.0971333333333333,112.93,88.17,4.149,3.83,2.4,1637.8,1683.6
2022-11-04,0.49285,110.88,92.61,4.163,3.83,2.48,1683.6,1687.6
2022-11-07,0.23775,110.12,91.79,4.218,3.83,2.53,1687.6,1723.1
2022-11-08,0.0332285714285714,109.64,88.91,4.128,3.83,2.5,1723.1,1721.0
2022-11-09,0.0120166666666666,110.55,85.83,4.099,3.83,2.42,1721.0,1761.0
2022-11-10,-0.0272,108.21,86.47,3.811,3.83,2.39,1761.0,1776.6
2022-11-14,0.0,106.66,85.87,3.863,3.83,2.37,1784.0,1784.2
2022-11-15,0.0,106.4,86.92,3.777,3.83,2.35,1784.2,1783.5
2022-11-16,0.1011,106.28,85.59,3.69,3.83,2.29,1783.5,1770.6
2022-11-17,0.03786,106.69,81.64,3.769,3.83,2.28,1770.6,1762.0
2022-11-18,-0.10002,106.93,80.08,3.829,3.83,2.25,1762.0,1747.3
2022-11-21,0.1136333333333333,107.83,79.73,3.84,3.83,2.31,1747.3,1747.6
2022-11-22,-0.0531499999999999,107.22,80.95,3.758,3.83,2.32,1747.6,1753.3
2022-11-23,0.2239666666666666,106.08,77.94,3.689,3.83,2.32,1753.3,1754.0
2022-11-25,0.105375,105.96,76.28,3.691,3.83,2.32,1761.8,1748.1
2022-11-28,-0.2347199999999999,106.68,77.24,3.679,3.83,2.26,1748.1,1763.7
2022-11-29,-0.34675,106.82,78.2,3.75,3.83,2.25,1763.7,1759.9
2022-11-30,0.3797,105.95,80.55,3.611,3.83,2.34,1759.9,1815.2
2022-12-01,0.3462666666666666,104.73,81.22,3.51,3.83,2.36,1815.2,1809.6
2022-12-02,0.36824,104.54,79.98,3.492,3.83,2.43,1809.6,1781.3
2022-12-05,-0.0852666666666666,105.29,76.93,3.583,3.83,2.39,1781.3,1782.4
2022-12-06,-0.3207,105.58,74.25,3.531,3.83,2.31,1782.4,1798.0
2022-12-07,0.2110999999999999,105.1,72.01,3.421,3.83,2.26,1798.0,1801.5
2022-12-08,0.0007249999999999,104.77,71.46,3.489,3.83,2.28,1801.5,1810.7
2022-12-09,-0.1113625,104.81,71.02,3.586,3.83,2.26,1810.7,1792.3
2022-12-12,-0.1399999999999999,105.13,73.17,3.617,3.83,2.28,1792.3,1825.5
2022-12-13,0.0,103.98,75.39,3.501,3.83,2.24,1825.5,1818.7
2022-12-14,-0.2936666666666667,103.77,77.28,3.479,3.83,2.19,1818.7,1787.8
2022-12-15,-0.00875,104.56,76.11,3.45,4.33,2.16,1787.8,1800.2
2022-12-16,0.10482,104.7,74.29,3.488,4.33,2.13,1800.2,1797.7
2022-12-19,0.1531,104.72,75.19,3.59,4.33,2.15,1797.7,1825.4
2022-12-20,0.08804,103.96,76.09,3.692,4.33,2.24,1825.4,1825.4
2022-12-21,0.58365,104.16,78.29,3.673,4.33,2.27,1825.4,1795.3
2022-12-22,0.2739399999999999,104.43,77.49,3.686,4.33,2.19,1795.3,1804.2
2022-12-23,0.119175,104.31,79.56,3.751,4.33,2.2,1804.2,1810.0
2022-12-27,0.1518499999999999,104.18,79.53,3.849,4.33,2.26,1823.1,1815.8
2022-12-28,-0.1531,104.46,78.96,3.886,4.33,2.28,1815.8,1833.0
2022-12-29,0.0839599999999999,103.84,78.4,3.82,4.33,2.27,1833.0,1833.7
2022-12-30,0.2202,103.52,80.26,3.879,4.33,2.3,1833.7,1850.1
2023-01-03,-0.2364,104.52,76.93,3.752,4.33,2.26,1853.5,1866.5
2023-01-04,-0.0825666666666666,104.25,72.84,3.69,4.33,2.22,1866.5,1848.2
2023-01-05,-0.2065874999999999,105.04,73.67,3.722,4.33,2.22,1848.2,1876.9
2023-01-06,-0.1834666666666666,103.88,73.77,3.56,4.33,2.21,1876.9,1885.3
2023-01-09,-0.3004166666666666,103.0,74.63,3.527,4.33,2.22,1885.3,1884.3
2023-01-10,0.0571799999999999,103.24,75.12,3.615,4.33,2.24,1884.3,1886.4
2023-01-11,0.05575,103.19,77.41,3.543,4.33,2.23,1886.4,1906.2
2023-01-12,0.29972,102.25,78.39,3.444,4.33,2.21,1906.2,1929.1
2023-01-13,0.0258,102.2,79.86,3.498,4.33,2.18,1929.1,1909.9
2023-01-17,-0.1070999999999999,102.39,80.18,3.549,4.33,2.17,1917.6,1914.6
2023-01-18,-0.1413333333333333,102.36,79.48,3.373,4.33,2.12,1914.6,1931.4
2023-01-19,0.0623999999999999,102.06,80.33,3.399,4.33,2.2,1931.4,1935.8
2023-01-20,0.0646571428571428,102.01,81.31,3.482,4.33,2.23,1935.8,1936.2
2023-01-23,-0.07314,102.14,81.62,3.521,4.33,2.28,1936.2,1943.1
2023-01-24,0.0828333333333333,101.92,80.13,3.455,4.33,2.27,1943.1,1950.3
2023-01-25,0.1973,101.64,80.15,3.451,4.33,2.29,1950.3,1937.6
2023-01-26,-0.0265749999999999,101.84,81.01,3.506,4.33,2.33,1937.6,1936.6
2023-01-27,0.31195,101.93,79.68,3.507,4.33,2.33,1936.6,1939.2
2023-01-30,-0.20804,102.28,77.9,3.542,4.33,2.29,1939.2,1945.3
2023-01-31,0.4664,102.1,78.87,3.51,4.33,2.24,1945.3,1942.8
2023-02-01,-0.2890333333333333,101.22,76.41,3.417,4.33,2.25,1942.8,1930.8
2023-02-02,0.1424,101.75,75.88,3.402,4.58,2.22,1930.8,1876.6
2023-02-03,-0.1107,102.92,73.39,3.519,4.58,2.22,1876.6,1879.5
2023-02-06,-0.13252,103.62,74.11,3.644,4.58,2.25,1879.5,1884.8
2023-02-07,-0.0666571428571428,103.43,77.14,3.679,4.58,2.31,1884.8,1890.7
2023-02-08,0.22545,103.41,78.47,3.615,4.58,2.34,1890.7,1878.5
2023-02-09,0.0963,103.22,78.06,3.664,4.57,2.33,1878.5,1874.5
2023-02-10,-0.044975,103.63,79.72,3.743,4.58,2.33,1874.5,1863.5
2023-02-13,-0.22555,103.35,80.14,3.704,4.58,2.31,1863.5,1865.4
2023-02-14,0.0,103.23,79.06,3.753,4.58,2.31,1865.4,1845.3
2023-02-15,-0.0641199999999999,103.92,78.59,3.803,4.58,2.35,1845.3,1851.8
2023-02-16,-0.0374166666666666,103.86,78.49,3.863,4.58,2.37,1851.8,1850.2
2023-02-17,-0.1782,103.86,76.34,3.817,4.58,2.36,1850.2,1842.5
2023-02-21,-0.0291799999999999,104.18,76.16,3.954,4.58,2.42,1842.5,1841.5
2023-02-22,-0.0257333333333333,104.58,73.95,3.927,4.58,2.41,1841.5,1826.8
2023-02-23,-0.3275,104.6,75.39,3.89,4.58,2.39,1826.8,1817.1
2023-02-24,-0.3046,105.21,76.32,3.947,4.58,2.38,1817.1,1832.8
2023-02-27,0.0977399999999999,104.67,75.68,3.922,4.57,2.36,1832.8,1844.6
2023-02-28,-0.0014833333333333,104.87,77.05,3.928,4.57,2.43,1844.6,1853.2
2023-03-01,0.0080666666666666,104.48,77.69,3.994,4.58,2.44,1853.2,1848.4
2023-03-02,0.0193,105.03,78.16,4.062,4.57,2.48,1848.4,1862.5
2023-03-03,0.2370499999999999,104.52,79.68,3.958,4.57,2.52,1862.5,1862.5
2023-03-06,-0.2333333333333333,104.35,80.46,3.964,4.57,2.49,1862.5,1827.8
2023-03-07,-0.05125,105.61,77.58,3.97,4.57,2.38,1827.8,1826.5
2023-03-08,-0.1591,105.66,76.66,3.989,4.57,2.32,1826.5,1842.5
2023-03-09,0.0342333333333333,105.31,75.72,3.907,4.57,2.3,1842.5,1875.1
2023-03-10,0.1100714285714285,104.58,76.68,3.704,4.57,2.26,1875.1,1924.2
2023-03-13,-0.1214666666666666,103.6,74.8,3.545,4.58,2.24,1924.2,1918.6
2023-03-14,-0.35455,103.6,71.33,3.685,4.58,2.31,1918.6,1939.2
2023-03-15,0.023211111111111,104.65,67.61,3.462,4.58,2.29,1939.2,1930.8
2023-03-16,-0.2263666666666667,104.42,68.35,3.579,4.58,2.22,1930.8,1981.3
2023-03-17,0.168425,103.71,66.74,3.438,4.58,2.1,1981.3,1991.0
2023-03-20,-0.12815,103.28,67.64,3.483,4.58,2.14,1991.0,1949.5
2023-03-21,-0.0105999999999999,103.26,69.33,3.608,4.58,2.23,1949.5,1957.8
2023-03-22,0.25085,102.35,70.9,3.451,4.58,2.28,1957.8,2004.1
2023-03-23,0.19718,102.53,69.96,3.414,4.83,2.19,2004.1,1992.4
2023-03-24,0.1069571428571428,103.12,69.26,3.372,4.83,2.22,1992.4,1962.2
2023-03-27,-0.3141,102.86,72.81,3.539,4.83,2.24,1962.2,1981.4
2023-03-28,0.0415999999999999,102.43,73.2,3.572,4.83,2.31,1981.4,1975.2
2023-03-29,-0.1462,102.64,72.97,3.566,4.83,2.33,1975.2,1997.7
2023-03-30,-0.0225833333333333,102.14,74.37,3.547,4.83,2.34,1997.7,1986.2
2023-03-31,0.2656142857142857,102.51,75.67,3.473,4.83,2.32,1986.2,2000.4
2023-04-03,-0.01218,102.09,80.42,3.415,4.83,2.29,2000.4,2038.2
2023-04-04,-0.0570428571428571,101.59,80.71,3.339,4.83,2.25,2038.2,2035.6
2023-04-05,-0.2766,101.85,80.61,3.309,4.83,2.23,2035.6,2026.4
2023-04-06,0.17715,101.82,80.7,3.303,4.83,2.24,2026.4,2022.7
2023-04-10,0.20212,102.58,79.74,3.415,4.83,2.27,2003.8,2019.0
2023-04-11,0.2121875,102.2,81.53,3.432,4.83,2.29,2019.0,2024.9
2023-04-12,0.118,101.5,83.26,3.4,4.83,2.27,2024.9,2055.3
2023-04-13,0.0912857142857142,101.01,82.16,3.449,4.83,2.29,2055.3,2015.8
2023-04-14,0.1124181818181818,101.55,82.52,3.515,4.83,2.3,2015.8,2007.0
2023-04-17,-0.3286,102.1,80.83,3.606,4.83,2.32,2007.0,2019.7
2023-04-18,0.2856599999999999,101.75,80.86,3.578,4.83,2.28,2019.7,2007.3
2023-04-19,-0.1445,101.97,79.16,3.591,4.83,2.28,2007.3,2019.1
2023-04-20,0.159175,101.84,77.29,3.536,4.83,2.26,2019.1,1990.5
2023-04-21,0.1012375,101.82,77.87,3.568,4.83,2.28,1990.5,1999.8
2023-04-24,-0.2269333333333333,101.35,78.76,3.496,4.83,2.28,1999.8,2004.5
2023-04-25,-0.14772,101.86,77.07,3.4,4.83,2.25,2004.5,1996.0
2023-04-26,0.0,101.47,74.3,3.445,4.83,2.25,1996.0,2008.1
2023-04-27,0.0787166666666666,101.5,74.76,3.528,4.83,2.27,2008.1,2008.6
2023-04-28,0.1388111111111111,101.66,76.78,3.433,4.83,2.18,2008.6,2002.0
2023-05-01,0.1476888888888889,102.15,75.66,3.57,4.83,2.23,2002.0,2033.2
2023-05-02,0.16296,101.96,71.66,3.433,4.83,2.2,2033.2,2046.9
2023-05-03,0.03612,101.34,68.6,3.364,4.83,2.2,2046.9,2065.6
2023-05-04,-0.0155285714285714,101.4,68.56,3.377,5.08,2.19,2065.6,2034.7
2023-05-05,0.1308666666666667,101.21,71.34,3.435,5.08,2.21,2034.7,2043.2
2023-05-08,0.3333833333333333,101.38,73.16,3.507,5.08,2.23,2043.2,2052.9
2023-05-09,-0.0182,101.61,73.71,3.522,5.08,2.23,2052.9,2047.0
2023-05-10,-0.1426599999999999,101.48,72.56,3.439,5.08,2.17,2047.0,2030.4
2023-05-11,-0.0096142857142857,102.06,70.87,3.386,5.08,2.16,2030.4,2029.7
2023-05-12,-0.1535142857142857,102.68,70.04,3.463,5.08,2.18,2029.7,2032.6
2023-05-15,-0.1922777777777777,102.43,71.11,3.507,5.08,2.19,2032.6,2002.8
2023-05-16,-0.0910666666666666,102.56,70.86,3.541,5.08,2.19,2002.8,1994.6
2023-05-17,-0.0563499999999999,102.88,72.83,3.572,5.08,2.22,1994.6,1969.4
2023-05-18,-0.0769714285714285,103.58,71.86,3.651,5.08,2.23,1969.4,1991.2
2023-05-19,-0.0403199999999999,103.2,71.55,3.682,5.08,2.24,1991.2,1986.7
2023-05-22,-0.364325,103.2,71.99,3.719,5.08,2.24,1986.7,1984.0
2023-05-23,-0.07555,103.49,72.91,3.698,5.08,2.26,1984.0,1974.1
2023-05-24,0.2837333333333333,103.89,74.34,3.744,5.08,2.25,1974.1,1953.2
2023-05-25,0.0412428571428571,104.25,71.83,3.823,5.08,2.25,1953.2,1954.0
2023-05-26,0.1191444444444444,104.21,72.67,3.81,5.08,2.23,1954.0,1977.1
2023-05-30,0.0245,104.17,69.46,3.694,5.08,2.22,1977.1,1982.1
2023-05-31,0.19494,104.33,68.09,3.646,5.08,2.18,1982.1,1995.5
2023-06-01,-0.14985,103.56,70.1,3.601,5.08,2.16,1995.5,1969.6
2023-06-02,0.26976,104.01,71.74,3.698,5.08,2.18,1969.6,1974.3
2023-06-05,-0.22624,104.0,72.15,3.689,5.08,2.19,1974.3,1981.5
2023-06-06,0.2835333333333333,104.13,71.74,3.677,5.08,2.2,1981.5,1958.4
2023-06-07,-0.1338,104.1,72.53,3.793,5.08,2.21,1958.4,1978.6
2023-06-08,0.43335,103.34,71.29,3.718,5.08,2.2,1978.6,1977.2
2023-06-09,0.1996666666666666,103.56,70.17,3.743,5.08,2.2,1977.2,1969.7
2023-06-12,-0.10115,103.65,67.12,3.743,5.08,2.17,1969.7,1958.6
2023-06-13,-0.14245,103.34,69.42,3.827,5.08,2.2,1958.6,1968.9
2023-06-14,0.12655,102.95,68.27,3.79,5.08,2.21,1968.9,1970.7
2023-06-15,0.01104,102.11,70.62,3.72,5.07,2.21,1970.7,1971.2
2023-06-16,-0.1322375,102.24,71.78,3.767,5.08,2.22,1971.2,1947.7
2023-06-21,0.26025,102.07,72.53,3.727,5.07,2.21,1944.9,1923.7
2023-06-22,-0.2023,102.39,69.51,3.797,5.07,2.24,1923.7,1929.6
2023-06-23,-0.38354,102.9,69.16,3.737,5.07,2.21,1929.6,1933.8
2023-06-26,-0.2535111111111111,102.69,69.37,3.723,5.07,2.18,1933.8,1923.8
